"OrderId","Symbol","TimeOpen","TimeClose","Type","ExitType","OrderId.1","LOTsize","OpenPrice","SLprice","TPprice","ClosePrice","Profit_Perc","OrderProfit","Account_Balance","Drawdown","Spread","Commission","HighestHigh","LowestLow","Profit_Per_Pip","Bars_In_Market","Max_Profit","Max_Loss","Performance_In_Product","Performance_In_Product_Only_Negative","Distance_ML","Distance_MP"
1,"AAPL","2009.01.07 09:45","2009.01.07 10:00","SELL","STOPLOSS",1,220,87.48,88.39,82.94,88.39,-0.0200199999999999,-200.2,9799.8,0.98,0.02,2.2,88.39,87.44,1,2,0.09,2,0.97998,1.97998,0,1
2,"AAPL","2009.01.08 10:30","2009.01.08 10:45","SELL","STOPLOSS",2,327,86.98,87.58,83.96,87.58,-0.0200253123213847,-196.2,9601.4,0.96,0.02,3.27,87.58,86.75,1,2,0.77,2,0.979974687678615,1.97997468767862,0,1
3,"AAPL","2009.01.09 10:00","2009.01.09 12:30","SELL","CLOSE",3,275,87.42,88.12,83.94,87.21,0.00601679702192004,57.75,9655.88,1,0.02,2.75,87.81,86.63,1,11,2.26,1.11,1.00601679702192,0,0.265822784810135,0
4,"AAPL","2009.01.12 09:45","2009.01.12 12:30","SELL","CLOSE",4,333,86.72,87.3,83.8,84.96,0.0607139860335457,586.08,10239.21,1,0.02,3.33,87.18,84.57,1,12,7.42,1.59,1.06071398603355,0,0.818604651162791,0
5,"AAPL","2009.01.14 10:00","2009.01.14 12:30","SELL","CLOSE",5,289,82.91,83.62,79.36,82.56,0.00988190561046021,101.15,10337.03,1,0.02,2.89,83.22,82.06,1,11,2.4,0.87,1.00988190561046,0,0.411764705882349,0
6,"AAPL","2009.01.15 09:45","2009.01.15 12:30","SELL","CLOSE",6,253,79.13,79.95,75.04,78.03,0.0269301557749362,278.3,10612.44,1,0.02,2.53,79.37,77.15,1,12,4.85,0.59,1.02693015577494,0,0.555555555555556,0
7,"AAPL","2009.01.16 10:15","2009.01.16 12:30","SELL","CLOSE",7,224,78.04,78.99,73.31,77.44,0.0126674024567599,134.4,10744.31,1,0.02,2.24,78.33,77.28,1,10,1.6,0.61,1.01266740245676,0,0.789473684210532,0
8,"AAPL","2009.01.20 10:00","2009.01.20 12:30","SELL","CLOSE",8,272,77.63,78.42,73.68,76.51,0.0283595247470927,304.64,11046.71,1,0.02,2.72,77.66,76.16,1,11,3.72,0.08,1.02835952474709,0,0.761904761904766,0
9,"AAPL","2009.01.21 10:00","2009.01.21 10:15","BUY","STOPLOSS",9,287,77.83,77.06,81.56,77.06,-0.0200099782777781,-220.99,10823,0.98,0.02,2.87,78.02,77.06,1,2,0.49,2,0.979990021722222,1.97999002172222,1,0
10,"AAPL","2009.01.22 09:45","2009.01.22 12:30","BUY","CLOSE",10,213,84.09,83.07,89.06,84.94,0.0167327009934262,181.05,11001.18,1,0.02,2.13,86.35,83.83,1,12,4.45,0.51,1.01673270099343,0,0,0.376106194690268
11,"AAPL","2009.01.26 09:45","2009.01.26 12:30","BUY","CLOSE",11,324,86.35,85.67,89.61,87.05,0.0206199626331365,226.8,11225.85,1,0.02,3.24,87.44,86.18,1,12,3.21,0.5,1.02061996263314,0,0,0.642201834862386
12,"AAPL","2009.01.27 09:45","2009.01.27 10:00","BUY","STOPLOSS",12,368,87.1,86.49,90.05,86.49,-0.0200024771421264,-224.48,10998.13,0.98,0.02,3.68,87.35,86.49,1,2,0.82,2,0.979997522857874,1.97999752285787,1,0
13,"AAPL","2009.01.28 09:45","2009.01.28 12:15","BUY","TAKEPROFIT",13,432,87.98,87.47,90.42,90.42,0.0958738272492035,1054.08,12048.53,1,0.02,4.32,90.42,87.93,1,11,9.59,0.2,1.0958738272492,0,0,1
14,"AAPL","2009.01.30 10:00","2009.01.30 12:30","SELL","CLOSE",14,447,88.19,88.73,85.51,87.54,0.0241236245465666,290.55,12334.76,1,0.02,4.47,88.48,87.09,1,11,4.08,1.07,1.02412362454657,0,0.590909090909099,0
15,"AAPL","2009.02.02 09:45","2009.02.02 10:15","SELL","STOPLOSS",15,441,87.2,87.76,84.4,87.76,-0.0200287260072554,-246.96,12083.33,0.98,0.02,4.41,87.76,86.52,1,3,2.43,2,0.979971273992745,1.97997127399274,0,1
16,"AAPL","2009.02.03 10:45","2009.02.03 12:15","BUY","STOPLOSS",16,341,88.84,88.13,92.27,88.13,-0.0200440105572351,-242.11,11836.81,0.96,0.02,3.41,89.1,88.13,1,7,0.73,2,0.979955989442765,1.97995598944276,1,0
17,"AAPL","2009.02.04 09:45","2009.02.04 12:30","BUY","CLOSE",17,409,90.82,90.24,93.58,92.32,0.0518447783392768,613.5,12446.9,1,0.02,4.09,92.52,90.59,1,12,5.88,0.79,1.05184477833928,0,0,0.882352941176469
18,"AAPL","2009.02.05 11:00","2009.02.05 12:30","BUY","CLOSE",18,341,92.02,91.29,95.55,92.16,0.00383675391651894,47.74,12490.55,1,0.02,3.41,92.91,91.48,1,7,2.44,1.48,1.00383675391652,0,0,0.157303370786517
19,"AAPL","2009.02.06 09:45","2009.02.06 12:30","BUY","CLOSE",19,397,93.95,93.32,96.99,94.99,0.0330644166718717,412.88,12900.02,1,0.02,3.97,95.54,93.83,1,12,5.06,0.38,1.03306441667187,0,0,0.654088050314459
20,"AAPL","2009.02.09 09:45","2009.02.09 12:30","BUY","CLOSE",20,478,96.55,96.01,99.13,98.94,0.0885868153426823,1142.42,14038.47,1,0.02,4.78,99,96.35,1,12,9.08,0.74,1.08858681534268,0,0,0.975510204081632
21,"AAPL","2009.02.12 10:00","2009.02.12 10:15","BUY","STOPLOSS",21,370,93.83,93.07,97.51,93.07,-0.0200374954840816,-281.2,13752.49,0.98,0.02,3.7,93.84,93.07,1,2,0.03,2,0.979962504515918,1.97996250451592,1,0
22,"AAPL","2009.02.13 11:00","2009.02.13 12:30","BUY","CLOSE",22,362,95.58,94.82,99.27,95.44,-0.00368614256236366,-50.68,13698.11,0.98,0.02,3.62,95.66,94.98,1,7,0.21,1.58,0.996313857437636,1.99631385743764,0.233333333333337,0
23,"AAPL","2009.02.17 09:45","2009.02.17 12:30","SELL","CLOSE",23,376,92.49,93.22,88.82,91.22,0.0348694986085643,477.52,14172.01,1,0.02,3.76,92.59,90.88,1,12,4.42,0.27,1.03486949860856,0,0.788819875776395,0
24,"AAPL","2009.02.18 10:30","2009.02.18 11:15","SELL","STOPLOSS",24,342,90.85,91.68,86.69,91.68,-0.020034937271717,-283.86,13884.39,0.98,0.02,3.42,91.68,90.76,1,4,0.22,2,0.979965062728283,1.97996506272828,0,1
25,"AAPL","2009.02.19 09:45","2009.02.19 12:30","SELL","CLOSE",25,434,88.95,89.59,85.76,87.04,0.0597177286601731,828.94,14709.91,1,0.02,4.34,89.33,86.82,1,12,6.66,1.19,1.05971772866017,0,0.896713615023475,0
26,"AAPL","2009.02.23 10:00","2009.02.23 12:30","SELL","CLOSE",26,359,85.44,86.26,81.36,84.69,0.0183093888914201,269.25,14974.82,1,0.02,3.59,85.81,84.1,1,11,3.27,0.9,1.01830938889142,0,0.559701492537312,0
27,"AAPL","2009.02.25 11:30","2009.02.25 12:30","BUY","CLOSE",27,366,87.71,86.89,91.69,87.37,-0.00831194230534138,-124.44,14846.79,0.99,0.02,3.66,88.52,87.21,1,5,1.98,1.22,0.991688057694659,1.99168805769466,0.679999999999978,0
28,"AAPL","2009.02.26 11:00","2009.02.26 11:15","BUY","STOPLOSS",28,350,89.26,88.41,93.38,88.41,-0.0200429424252161,-297.5,14545.63,0.97,0.02,3.5,89.32,88.41,1,2,0.14,2,0.979957057574784,1.97995705757478,1,0
29,"AAPL","2009.02.27 09:45","2009.02.27 10:00","SELL","STOPLOSS",29,360,85.58,86.39,81.52,86.39,-0.020052083154256,-291.6,14250.53,0.95,0.02,3.6,86.39,85.57,1,2,0.02,2,0.979947916845744,1.97994791684574,0,1
30,"AAPL","2009.03.02 12:00","2009.03.02 12:30","SELL","CLOSE",30,300,85.68,86.63,80.94,86.05,-0.00779115219910509,-111,14135.93,0.94,0.02,3,86.14,85.41,1,3,0.57,0.97,0.992208847800895,1.9922088478009,0,0.804347826086946
31,"AAPL","2009.03.04 10:00","2009.03.04 12:30","BUY","CLOSE",31,333,86.76,85.91,90.89,88.16,0.0329867904249155,466.2,14599.13,1,0.02,3.33,88.38,86.35,1,11,3.82,0.96,1.03298679042492,0,0,0.864197530864199
32,"AAPL","2009.03.05 10:30","2009.03.05 12:30","SELL","CLOSE",32,385,86.25,87.01,82.46,85.91,0.00896833335617098,130.9,14726.7,1,0.02,3.85,86.6,85.01,1,9,3.27,0.92,1.00896833335617,0,0.274193548387101,0
33,"AAPL","2009.03.06 09:45","2009.03.06 11:00","SELL","TAKEPROFIT",33,343,84.09,84.95,79.77,79.77,0.100643557463399,1481.76,16204.61,1,0.02,3.43,84.27,79.77,1,6,10.06,0.42,1.1006435574634,0,1,0
34,"AAPL","2009.03.10 09:45","2009.03.10 12:30","BUY","CLOSE",34,391,82.79,81.96,86.82,84.84,0.0494747913423592,801.55,17002.73,1,0.02,3.91,85.22,82.04,1,12,5.86,1.81,1.04947479134236,0,0,0.843621399176957
35,"AAPL","2009.03.11 09:45","2009.03.11 12:30","BUY","CLOSE",35,410,88.19,87.36,92.22,89.16,0.0233957415867689,397.7,17396.52,1,0.02,4.1,89.85,88.07,1,12,4,0.29,1.02339574158677,0,0,0.584337349397591
36,"AAPL","2009.03.12 12:00","2009.03.12 12:30","BUY","CLOSE",36,430,90.9,90.09,94.85,91.42,0.0128561752763563,223.6,17616.02,1,0.02,4.3,91.55,90.71,1,3,1.61,0.47,1.01285617527636,0,0,0.800000000000009
37,"AAPL","2009.03.13 09:45","2009.03.13 10:45","BUY","STOPLOSS",37,518,92.67,91.99,95.95,91.99,-0.0200003179700793,-352.24,17259.48,0.98,0.02,5.18,93.43,91.99,1,5,2.24,2,0.979999682029921,1.97999968202992,1,0
38,"AAPL","2009.03.16 10:15","2009.03.16 11:15","SELL","STOPLOSS",38,628,91.35,91.9,88.6,91.9,-0.0200181983621479,-345.4,16908.9,0.96,0.02,6.28,91.9,90.52,1,5,3.02,2,0.979981801637852,1.97998180163785,0,1
39,"AAPL","2009.03.17 09:45","2009.03.17 12:30","BUY","CLOSE",39,403,93,92.16,97.06,94.35,0.0321873177057757,544.05,17446.67,1,0.02,4.03,94.68,92.8,1,12,4.01,0.48,1.03218731770578,0,0,0.803571428571422
40,"AAPL","2009.03.18 09:45","2009.03.18 10:00","BUY","STOPLOSS",40,380,97.98,97.06,102.46,97.06,-0.0200428375521133,-349.6,17093.04,0.98,0.02,3.8,98.14,97.06,1,2,0.35,2,0.979957162447887,1.97995716244789,1,0
41,"AAPL","2009.03.19 12:00","2009.03.19 12:30","SELL","CLOSE",41,332,97.27,98.3,92.1,97.19,0.0015541943351487,26.56,17115.8,1,0.02,3.32,97.27,96.65,1,3,1.2,0,1.00155419433515,0,0.129032258064515,0
42,"AAPL","2009.03.20 09:45","2009.03.20 12:30","BUY","CLOSE",42,581,98.16,97.57,100.99,98.46,0.0101855487924603,174.3,17286.78,1,0.02,5.81,99.11,97.99,1,12,3.23,0.58,1.01018554879246,0,0,0.315789473684207
43,"AAPL","2009.03.23 09:45","2009.03.23 12:30","BUY","CLOSE",43,487,98.77,98.06,102.19,101.19,0.0681987180117782,1178.54,18459.51,1,0.02,4.87,101.62,98.11,1,12,8.03,1.86,1.06819871801178,0,0,0.849122807017542
44,"AAPL","2009.03.26 09:45","2009.03.26 10:30","BUY","STOPLOSS",44,402,104.46,103.54,108.95,103.54,-0.0200404884625219,-369.84,18084.8,0.98,0.02,4.02,105.11,103.54,1,4,1.42,2,0.979959511537478,1.97995951153748,1,0
45,"AAPL","2009.03.30 09:45","2009.03.30 12:30","SELL","CLOSE",45,517,100.51,101.21,97,99.65,0.0245907532750249,444.62,18525.4,1,0.02,5.17,100.94,98.62,1,12,5.4,1.23,1.02459075327502,0,0.455026455026462,0
46,"AAPL","2009.04.01 09:45","2009.04.01 10:00","SELL","STOPLOSS",46,579,100.5,101.14,97.32,101.14,-0.02000839082452,-370.56,18149.67,0.98,0.02,5.79,101.14,100.01,1,2,1.53,2,0.97999160917548,1.97999160917548,0,1
47,"AAPL","2009.04.02 09:45","2009.04.02 12:15","BUY","TAKEPROFIT",47,526,106.25,105.56,109.59,109.59,0.0968282418093591,1756.84,19900.72,1,0.02,5.26,109.59,105.93,1,11,9.68,0.93,1.09682824180936,0,0,1
48,"AAPL","2009.04.03 12:00","2009.04.03 12:30","BUY","CLOSE",48,448,111.51,110.62,115.82,111.36,-0.00337765500269893,-67.2,19828.26,1,0.02,4.48,111.62,110.96,1,3,0.25,1.24,0.996622344997301,1.9966223449973,0.272727272727259,0
49,"AAPL","2009.04.07 10:15","2009.04.07 10:45","SELL","STOPLOSS",49,409,110.66,111.63,105.8,111.63,-0.020012833072199,-396.73,19427.05,0.98,0.02,4.09,111.63,110.16,1,3,1.03,2,0.979987166927801,1.9799871669278,0,1
50,"AAPL","2009.04.09 09:45","2009.04.09 12:30","BUY","CLOSE",50,589,114.6,113.94,117.78,114.65,0.00151624675126794,29.45,19452.41,1,0.02,5.89,115.22,114.3,1,12,1.88,0.91,1.00151624675127,0,0,0.0806451612903403
51,"AAPL","2009.04.14 10:00","2009.04.14 12:30","SELL","CLOSE",51,695,114.94,115.5,112.16,114.25,0.0246599391562088,479.55,19926.07,1,0.02,6.95,114.95,113.65,1,11,4.61,0.04,1.02465993915621,0,0.534883720930234,0
52,"AAPL","2009.04.15 10:00","2009.04.15 12:30","SELL","CLOSE",52,676,113.06,113.65,110.09,111.74,0.044797159713883,892.32,20811.44,1,0.02,6.76,113.65,111.26,1,11,6.11,2,1.04479715971388,0,0.733333333333339,0
53,"AAPL","2009.04.16 09:45","2009.04.16 12:30","BUY","CLOSE",53,578,114.88,114.16,118.36,116.08,0.0333386526493078,693.6,21498.28,1,0.02,5.78,116.3,114.18,1,12,3.95,1.94,1.03333865264931,0,0,0.845070422535212
54,"AAPL","2009.04.21 11:15","2009.04.21 12:30","BUY","CLOSE",54,559,116.98,116.21,120.72,117.04,0.00156054437594544,33.54,21526.04,1,0.02,5.59,117.4,116.49,1,6,1.09,1.27,1.00156054437595,0,0,0.142857142857177
55,"AAPL","2009.04.22 09:45","2009.04.22 12:30","BUY","CLOSE",55,567,118.87,118.11,122.56,120,0.0297721469578938,640.71,22161.16,1,0.02,5.67,120.47,118.43,1,12,4.22,1.16,1.02977214695789,0,0,0.706250000000002
56,"AAPL","2009.04.23 10:30","2009.04.23 11:00","BUY","STOPLOSS",56,331,120.97,119.63,127.53,119.63,-0.0200194173092086,-443.54,21711.95,0.98,0.02,3.31,121,119.63,1,3,0.04,2,0.979980582690791,1.97998058269079,1,0
57,"AAPL","2009.04.27 10:15","2009.04.27 10:30","SELL","STOPLOSS",57,505,118.34,119.2,114.05,119.2,-0.0200058594181854,-434.3,21274.34,0.96,0.02,5.05,119.2,118.3,1,2,0.09,2,0.979994140581815,1.97999414058181,0,1
58,"AAPL","2009.04.28 09:45","2009.04.28 10:00","SELL","STOPLOSS",58,869,118.89,119.38,116.45,119.38,-0.0200199442482561,-425.81,20843.48,0.94,0.02,8.69,119.38,118.76,1,2,0.53,2,0.979980055751744,1.97998005575174,0,1
59,"AAPL","2009.04.29 11:30","2009.04.29 12:30","BUY","CLOSE",59,673,120.67,120.05,123.63,120.38,-0.00936750502404893,-195.17,20639.62,0.93,0.02,6.73,120.73,120.2,1,5,0.19,1.52,0.990632494975951,1.99063249497595,0.617021276595759,0
60,"AAPL","2009.04.30 10:15","2009.04.30 12:30","BUY","CLOSE",60,635,121.61,120.96,124.72,121.89,0.00861730954800799,177.8,20810.69,1,0.02,6.35,122.07,121.19,1,10,1.42,1.29,1.00861730954801,0,0,0.608695652173924
61,"AAPL","2009.05.01 09:45","2009.05.01 10:15","BUY","STOPLOSS",61,672,121.95,121.33,124.91,121.33,-0.0200265906056141,-416.64,20387.7,0.98,0.02,6.72,122.13,121.33,1,3,0.58,2,0.979973409394386,1.97997340939439,1,0
62,"AAPL","2009.05.04 09:45","2009.05.04 12:30","BUY","CLOSE",62,770,123.65,123.12,126.17,125.03,0.0521368452351163,1062.6,21443.58,1,0.02,7.7,125.13,123.13,1,12,5.59,1.96,1.05213684523512,0,0,0.932432432432436
63,"AAPL","2009.05.06 09:45","2009.05.06 10:00","BUY","STOPLOSS",63,780,127.48,126.93,130.12,126.93,-0.0200131741733945,-429,21006.88,0.98,0.02,7.8,127.87,126.93,1,2,1.42,2,0.979986825826605,1.97998682582661,1,0
64,"AAPL","2009.05.07 10:00","2009.05.07 12:30","SELL","CLOSE",64,513,124.44,125.26,120.36,123.55,0.0217423810947908,456.57,21455.65,1,0.02,5.13,124.6,123.27,1,11,2.86,0.39,1.02174238109479,0,0.76068376068376,0
65,"AAPL","2009.05.08 10:45","2009.05.08 11:00","SELL","STOPLOSS",65,457,121.74,122.68,117.04,122.68,-0.0200265541348184,-429.58,21020.94,0.98,0.02,4.57,122.68,121.51,1,2,0.49,2,0.979973445865182,1.97997344586518,0,1
66,"AAPL","2009.05.11 09:45","2009.05.11 10:00","SELL","STOPLOSS",66,561,122.86,123.61,119.13,123.61,-0.020020108134754,-420.75,20595.62,0.96,0.02,5.61,123.61,122.38,1,2,1.28,2,0.979979891865246,1.97997989186525,0,1
67,"AAPL","2009.05.12 09:45","2009.05.12 12:15","SELL","TAKEPROFIT",67,557,122.88,123.62,119.16,119.16,0.100633268269418,2072.04,22662.05,1,0.02,5.57,123.22,119.16,1,11,10.06,0.92,1.10063326826942,0,1,0
68,"AAPL","2009.05.13 10:00","2009.05.13 12:30","SELL","CLOSE",68,534,118.05,118.9,113.78,116.34,0.0403037011927714,913.14,23569.62,1,0.02,5.34,118.08,115.51,1,11,5.99,0.07,1.04030370119277,0,0.673228346456698,0
69,"AAPL","2009.05.18 11:00","2009.05.18 12:30","BUY","CLOSE",69,664,119.05,118.34,122.47,120.57,0.042830928846542,1009.28,24573.56,1,0.02,6.64,120.72,118.59,1,7,4.71,1.3,1.04283092884654,0,0,0.91017964071856
70,"AAPL","2009.05.19 10:00","2009.05.19 12:30","BUY","CLOSE",70,734,121.93,121.26,125.14,123.67,0.0519869808669546,1277.16,25844.08,1,0.02,7.34,123.74,121.84,1,11,5.41,0.27,1.05198698086695,0,0,0.961325966850832
71,"AAPL","2009.05.20 12:00","2009.05.20 12:30","SELL","CLOSE",71,655,122.57,123.36,118.63,122.74,-0.00430975424918167,-111.35,25725.39,1,0.02,6.55,122.91,122.25,1,3,0.81,0.86,0.995690245750818,1.99569024575082,0,0.5
72,"AAPL","2009.05.21 09:45","2009.05.21 12:30","SELL","CLOSE",72,660,121.18,121.96,117.28,118.77,0.0618457131037013,1590.6,27309.44,1,0.02,6.6,121.85,118.53,1,12,6.8,1.72,1.0618457131037,0,0.909433962264153,0
73,"AAPL","2009.05.22 10:00","2009.05.22 11:00","SELL","STOPLOSS",73,759,118.01,118.73,114.41,118.73,-0.0200155002190248,-546.48,26756.36,0.98,0.02,7.59,118.73,117.46,1,5,1.53,2,0.979984499780975,1.97998449978098,0,1
74,"AAPL","2009.05.26 10:00","2009.05.26 12:30","BUY","CLOSE",74,615,122.54,121.67,126.79,124.64,0.048282593928618,1291.5,28040.27,1,0.02,6.15,124.79,122.49,1,11,5.17,0.11,1.04828259392862,0,0,0.933333333333331
75,"AAPL","2009.05.27 09:45","2009.05.27 12:30","BUY","CLOSE",75,935,127.03,126.43,129.92,129.32,0.0763765725480232,2141.15,30175.27,1,0.02,9.35,129.74,126.96,1,12,9.04,0.23,1.07637657254802,0,0,0.845018450184496
76,"AAPL","2009.05.29 10:45","2009.05.29 11:00","BUY","STOPLOSS",76,1059,130.08,129.51,132.82,129.51,-0.020010329537439,-603.63,29562.29,0.98,0.02,10.59,130.18,129.51,1,2,0.35,2,0.979989670462561,1.97998967046256,1,0
77,"AAPL","2009.06.01 09:45","2009.06.01 12:30","BUY","CLOSE",77,969,132.77,132.16,135.71,133.98,0.0396758900503178,1172.49,30724.19,1,0.02,9.69,134.06,132.17,1,12,4.23,1.97,1.03967589005032,0,0,0.937984496124021
78,"AAPL","2009.06.02 10:15","2009.06.02 10:45","BUY","STOPLOSS",78,946,135.08,134.43,138.23,134.43,-0.020019860326556,-614.9,30099.6,0.98,0.02,9.46,135.32,134.43,1,3,0.74,2,0.979980139673444,1.97998013967344,1,0
79,"AAPL","2009.06.03 10:00","2009.06.03 10:15","BUY","STOPLOSS",79,987,135.03,134.42,137.94,134.42,-0.0200088799852713,-602.07,29488.07,0.96,0.02,9.87,135.05,134.42,1,2,0.07,2,0.979991120014729,1.97999112001473,1,0
80,"AAPL","2009.06.04 09:45","2009.06.04 12:30","BUY","CLOSE",80,908,136.83,136.18,139.98,137.81,0.0301863750161131,889.84,30368.04,1,0.02,9.08,138.07,136.31,1,12,3.82,1.6,1.03018637501611,0,0,0.790322580645165
81,"AAPL","2009.06.05 09:45","2009.06.05 10:00","BUY","STOPLOSS",81,1012,140.05,139.45,142.92,139.45,-0.0200006851354599,-607.2,29751.76,0.98,0.02,10.12,140.05,139.45,1,2,-2,2,0.97999931486454,1.97999931486454,1,0
82,"AAPL","2009.06.08 09:45","2009.06.08 12:30","SELL","CLOSE",82,850,136.6,137.3,133.09,135.9,0.0200056217478253,595,30336.64,1,0.02,8.5,136.63,135.59,1,12,2.89,0.09,1.02000562174783,0,0.693069306930688,0
83,"AAPL","2009.06.09 11:30","2009.06.09 12:30","SELL","CLOSE",83,528,135.7,136.85,129.95,136.73,-0.0179318613010891,-543.84,29784.3,0.98,0.02,5.28,136.72,135.28,1,5,0.73,1.77,0.982068138698911,1.98206813869891,0,1.00980392156865
84,"AAPL","2009.06.10 09:45","2009.06.10 12:30","SELL","CLOSE",84,931,134.95,135.59,131.73,133.75,0.0375163454002176,1117.2,30896.22,1,0.02,9.31,135.41,132.92,1,12,6.35,1.44,1.03751634540022,0,0.591133004926102,0
85,"AAPL","2009.06.12 09:45","2009.06.12 12:30","SELL","CLOSE",85,858,132.33,133.05,128.71,131.24,0.0302788462814831,935.22,31822.13,1,0.02,8.58,132.66,131.1,1,12,3.42,0.92,1.03027884628148,0,0.886178861788608,0
86,"AAPL","2009.06.15 10:15","2009.06.15 10:30","SELL","STOPLOSS",86,1079,130.49,131.08,127.53,131.08,-0.0200106558368999,-636.61,31176.94,0.98,0.02,10.79,131.08,130.39,1,2,0.34,2,0.9799893441631,1.9799893441631,0,1
87,"AAPL","2009.06.17 09:45","2009.06.17 10:00","SELL","STOPLOSS",87,878,130.04,130.75,126.51,130.75,-0.0200018289073244,-623.38,30542.77,0.96,0.02,8.78,130.75,129.31,1,2,2.06,2,0.979998171092676,1.97999817109268,0,1
88,"AAPL","2009.06.18 10:00","2009.06.18 10:15","BUY","STOPLOSS",88,970,132.46,131.83,135.47,131.83,-0.0200137617127665,-611.1,29922.89,0.94,0.02,9.7,132.61,131.83,1,2,0.48,2,0.979986238287234,1.97998623828723,1,0
89,"AAPL","2009.06.19 10:00","2009.06.19 11:30","BUY","STOPLOSS",89,1032,133.27,132.69,136.03,132.69,-0.0200099019863816,-598.56,29314.63,0.92,0.02,10.32,133.73,132.69,1,7,1.59,2,0.979990098013618,1.97999009801362,1,0
90,"AAPL","2009.06.22 09:45","2009.06.22 10:00","BUY","STOPLOSS",90,902,134.26,133.61,137.38,133.61,-0.0200072958551151,-586.3,28718.01,0.9,0.02,9.02,134.82,133.61,1,2,1.72,2,0.979992704144885,1.97999270414488,1,0
91,"AAPL","2009.06.23 09:45","2009.06.23 12:30","SELL","CLOSE",91,787,128.5,129.23,124.87,128.17,0.00904629525455225,259.71,28968.7,1,0.02,7.87,129.06,127.72,1,12,2.14,1.53,1.00904629525455,0,0.423076923076902,0
92,"AAPL","2009.06.25 10:15","2009.06.25 12:30","BUY","CLOSE",92,716,133.33,132.52,137.25,134,0.0165644423864921,479.72,29440.55,1,0.02,7.16,134.28,132.96,1,10,2.35,0.91,1.01656444238649,0,0,0.705263157894732
93,"AAPL","2009.06.26 09:45","2009.06.26 10:00","BUY","STOPLOSS",93,1015,136.38,135.8,139.18,135.8,-0.0200010939956292,-588.7,28844.69,0.98,0.02,10.15,136.73,135.8,1,2,1.21,2,0.979998906004371,1.97999890600437,1,0
94,"AAPL","2009.06.30 10:00","2009.06.30 10:15","BUY","STOPLOSS",94,978,137.51,136.92,140.35,136.92,-0.0200114168632491,-577.02,28257.52,0.96,0.02,9.78,137.74,136.92,1,2,0.78,2,0.979988583136751,1.97998858313675,1,0
95,"AAPL","2009.07.01 09:45","2009.07.01 12:30","BUY","CLOSE",95,1153,137.62,137.13,139.96,138.51,0.0363275079705487,1026.17,29273.91,1,0.02,11.53,139.04,137.51,1,12,5.8,0.45,1.03632750797055,0,0,0.626760563380278
96,"AAPL","2009.07.02 09:45","2009.07.02 12:30","SELL","CLOSE",96,1065,135.04,135.59,132.27,134.75,0.0105545071863598,308.85,29571.23,1,0.02,10.65,135.52,134.33,1,12,2.58,1.75,1.01055450718636,0,0.408450704225353,0
97,"AAPL","2009.07.06 09:45","2009.07.06 12:30","SELL","CLOSE",97,1137,132.41,132.93,129.81,131.79,0.0238472993425696,704.94,30265.52,1,0.02,11.37,132.65,130.96,1,12,5.58,0.92,1.02384729934257,0,0.427586206896539,0
98,"AAPL","2009.07.07 11:00","2009.07.07 12:30","SELL","CLOSE",98,890,131.6,132.28,128.18,130.91,0.020298041756255,614.1,30868.25,1,0.02,8.9,131.84,130.62,1,7,2.88,0.71,1.02029804175626,0,0.704081632653066,0
99,"AAPL","2009.07.08 11:15","2009.07.08 12:30","SELL","CLOSE",99,782,130.04,130.83,126.08,129.6,0.0111499432100799,344.08,31203.43,1,0.02,7.82,130.7,129.2,1,6,2.13,1.67,1.01114994321008,0,0.523809523809485,0
100,"AAPL","2009.07.09 11:45","2009.07.09 12:30","BUY","CLOSE",100,761,131.87,131.05,135.85,131.63,-0.00585466993593031,-182.64,31012.97,0.99,0.02,7.61,132,131.51,1,4,0.32,0.88,0.99414533006407,1.99414533006407,0.666666666666667,0
101,"AAPL","2009.07.10 10:00","2009.07.10 10:30","BUY","STOPLOSS",101,1034,133.24,132.64,136.1,132.64,-0.0200094435284747,-620.4,30384.96,0.97,0.02,10.34,133.41,132.64,1,3,0.57,2,0.979990556471525,1.97999055647153,1,0
102,"AAPL","2009.07.13 09:45","2009.07.13 10:00","BUY","STOPLOSS",102,1147,133.59,133.06,136.12,133.06,-0.0200137483201437,-607.91,29766.71,0.95,0.02,11.47,133.59,133.06,1,2,-2,2,0.979986251679856,1.97998625167986,1,0
103,"AAPL","2009.07.15 09:45","2009.07.15 10:00","BUY","STOPLOSS",103,1027,139.79,139.21,142.57,139.21,-0.0200186588983997,-595.66,29159.58,0.94,0.02,10.27,139.81,139.21,1,2,0.07,2,0.9799813411016,1.9799813411016,1,0
104,"AAPL","2009.07.16 10:00","2009.07.16 10:15","BUY","STOPLOSS",104,1023,141.75,141.18,144.48,141.18,-0.0200042470988163,-583.11,28566.2,0.92,0.02,10.23,141.73,141.18,1,2,-0.07,2,0.979995752901184,1.97999575290118,1,0
105,"AAPL","2009.07.17 09:45","2009.07.17 12:30","BUY","CLOSE",105,1216,143.69,143.22,145.9,144.33,0.0272531453142733,778.24,29334.21,1,0.02,12.16,144.6,143.41,1,12,3.88,1.19,1.02725314531427,0,0,0.703296703296722
106,"AAPL","2009.07.20 09:45","2009.07.20 12:30","BUY","CLOSE",106,1087,147.42,146.88,150.02,148.58,0.0430024503743771,1260.92,30582.97,1,0.02,10.87,149.01,147.34,1,12,5.89,0.3,1.04300245037438,0,0,0.729559748427682
