"OrderId","Symbol","TimeOpen","TimeClose","Type","ExitType","OrderId.1","LOTsize","OpenPrice","SLprice","TPprice","ClosePrice","Profit_Perc","OrderProfit","Account_Balance","Drawdown","Spread","Commission","HighestHigh","LowestLow","Profit_Per_Pip","Bars_In_Market","Max_Profit","Max_Loss","Performance_In_Product","Performance_In_Product_Only_Negative","Distance_ML","Distance_MP"
247,"AAPL","2010.03.25 11:30","2010.03.25 12:30","BUY","CLOSE",247,2705,221.68,221,224.96,221.3,-0.0111784213728722,-1027.9,90926.05,0.97,0.02,27.05,221.93,221.22,1,5,0.74,1.35,0.988821578627128,1.98882157862713,0.826086956521715,0
248,"AAPL","2010.03.26 10:15","2010.03.26 12:15","BUY","STOPLOSS",248,1581,222.32,221.17,227.96,221.17,-0.020001870207594,-1818.15,89080.85,0.95,0.02,15.81,222.88,221.17,1,9,0.97,2,0.979998129792406,1.97999812979241,1,0
249,"AAPL","2010.03.29 09:45","2010.03.29 10:15","BUY","STOPLOSS",249,2096,224.26,223.41,228.38,223.41,-0.0200033593427914,-1781.6,87283.44,0.93,0.02,20.96,224.59,223.41,1,3,0.78,2,0.979996640657209,1.97999664065721,1,0
250,"AAPL","2010.03.30 09:45","2010.03.30 10:30","BUY","STOPLOSS",250,2238,227.43,226.65,231.23,226.65,-0.0200044738586393,-1745.64,85516.84,0.91,0.02,22.38,228.26,226.65,1,4,2.13,2,0.979995526141361,1.97999552614136,1,0
251,"AAPL","2010.04.01 10:00","2010.04.01 10:15","BUY","STOPLOSS",251,2443,228.82,228.12,232.22,228.12,-0.0200024656568399,-1710.1,83784.36,0.89,0.02,24.43,229.04,228.12,1,2,0.63,2,0.97999753434316,1.97999753434316,1,0
252,"AAPL","2010.04.05 09:45","2010.04.05 10:00","BUY","STOPLOSS",252,1611,228.26,227.22,233.32,227.22,-0.0200028820463445,-1675.44,82084.49,0.88,0.02,16.11,229,227.22,1,2,1.42,2,0.979997117953656,1.97999711795366,1,0
253,"AAPL","2010.04.06 11:30","2010.04.06 12:30","BUY","CLOSE",253,2526,229.39,228.74,232.5,229.31,-0.00246233689516029,-202.08,81866.3,0.87,0.02,25.26,229.53,229.14,1,5,0.43,0.77,0.99753766310484,1.99753766310484,0.320000000000014,0
254,"AAPL","2010.04.07 10:00","2010.04.07 12:30","BUY","CLOSE",254,2923,230.92,230.36,233.59,231.56,0.0228579695468192,1870.72,83711.76,1,0.02,29.23,232.06,230.8,1,11,4.07,0.43,1.02285796954682,0,0,0.561403508771925
255,"AAPL","2010.04.09 09:45","2010.04.09 12:30","BUY","CLOSE",255,1970,231.72,230.87,235.83,231.79,0.00164789472784799,137.9,83820.43,1,0.02,19.7,232.29,231.12,1,12,1.34,1.41,1.00164789472785,0,0,0.122807017543849
256,"AAPL","2010.04.12 09:45","2010.04.12 10:00","BUY","STOPLOSS",256,3566,233.23,232.76,235.45,232.76,-0.0200000644385812,-1676.02,82124.71,0.98,0.02,35.66,233.3,232.76,1,2,0.3,2,0.979999935561419,1.97999993556142,1,0
257,"AAPL","2010.04.14 09:45","2010.04.14 12:30","BUY","CLOSE",257,2986,235.1,234.55,237.75,235.78,0.0247350895155931,2030.48,84119.53,1,0.02,29.86,236.21,234.59,1,12,4.04,1.85,1.02473508951559,0,0,0.612612612612601
258,"AAPL","2010.04.15 09:45","2010.04.15 11:00","BUY","TAKEPROFIT",258,5000,236.7,236.39,238.13,238.13,0.0850282799302233,7150,91239.67,1,0.02,50,238.13,236.6,1,6,8.5,0.65,1.08502827993022,0,0,1
259,"AAPL","2010.04.16 09:45","2010.04.16 10:45","BUY","STOPLOSS",259,4053,239.26,238.81,241.41,238.81,-0.0200006206843397,-1823.85,89365.82,0.98,0.02,40.53,241.38,238.81,1,5,9.42,2,0.97999937931566,1.97999937931566,1,0
260,"AAPL","2010.04.19 11:00","2010.04.19 11:15","SELL","STOPLOSS",260,1881,236.04,236.99,231.3,236.99,-0.0200049728358014,-1786.95,87538.34,0.96,0.02,18.81,236.99,235.91,1,2,0.27,2,0.979995027164199,1.9799950271642,0,1
261,"AAPL","2010.04.20 09:45","2010.04.20 10:00","BUY","STOPLOSS",261,1390,236.98,235.72,243.16,235.72,-0.0200115334257402,-1751.4,85768.13,0.94,0.02,13.9,236.99,235.72,1,2,0.02,2,0.97998846657426,1.97998846657426,1,0
262,"AAPL","2010.04.23 10:00","2010.04.23 10:45","BUY","STOPLOSS",262,1107,261.06,259.51,268.71,259.51,-0.0200089255072322,-1715.85,84038.38,0.92,0.02,11.07,261.39,259.51,1,4,0.43,2,0.979991074492768,1.97999107449277,1,0
263,"AAPL","2010.04.27 11:30","2010.04.27 12:30","SELL","CLOSE",263,1264,251.82,253.15,245.16,251.86,-0.000601709134804285,-50.56,83976.75,0.92,0.02,12.64,253.07,250.4,1,5,2.14,1.88,0.999398290865196,1.9993982908652,0,0.0320000000000164
264,"AAPL","2010.04.28 09:45","2010.04.28 12:30","SELL","CLOSE",264,1312,251.63,252.91,245.24,250.78,0.0132818653112625,1115.2,85079.31,1,0.02,13.12,252.3,246.44,1,12,8.11,1.05,1.01328186531126,0,0.163776493256261,0
265,"AAPL","2010.04.29 10:00","2010.04.29 12:30","BUY","CLOSE",265,1199,255.59,254.17,262.57,258.16,0.0362239098753585,3081.43,88147.62,1,0.02,11.99,258.36,254.87,1,11,3.9,1.01,1.03622390987536,0,0,0.927797833935022
266,"AAPL","2010.05.03 10:30","2010.05.03 12:30","BUY","CLOSE",266,1399,255.94,254.68,262.14,257.08,0.0180955193716779,1594.86,89730.49,1,0.02,13.99,257.11,254.96,1,9,1.86,1.56,1.01809551937168,0,0,0.974358974358949
267,"AAPL","2010.05.04 09:45","2010.05.04 12:30","SELL","CLOSE",267,1677,250.9,251.97,245.54,247.53,0.0629927605290017,5651.49,95367.99,1,0.02,16.77,251.43,246.77,1,12,7.72,0.99,1.062992760529,0,0.815980629539954,0
268,"AAPL","2010.05.06 09:45","2010.05.06 10:45","BUY","STOPLOSS",268,1298,247.01,245.54,254.24,245.54,-0.0200108608993161,-1908.06,93443.16,0.98,0.02,12.98,248.21,245.54,1,5,1.63,2,0.979989139100684,1.97998913910068,1,0
269,"AAPL","2010.05.07 10:30","2010.05.07 11:15","SELL","STOPLOSS",269,216,220.63,229.3,177.29,229.3,-0.0200440585686559,-1872.72,91557.46,0.96,0.02,2.16,229.3,220.5,1,4,0.03,2,0.979955941431344,1.97995594143134,0,1
270,"AAPL","2010.05.11 11:30","2010.05.11 12:30","BUY","CLOSE",270,1190,246.71,245.17,254.31,248.39,0.0218359832800508,1999.2,93554.5,1,0.02,11.9,249.28,246.22,1,5,3.34,0.64,1.02183598328005,0,0,0.653696498054468
271,"AAPL","2010.05.12 10:00","2010.05.12 12:30","BUY","CLOSE",271,1309,251.35,249.92,258.36,252.21,0.0120345168939073,1125.74,94668.34,1,0.02,13.09,252.91,250.78,1,11,2.18,0.8,1.01203451689391,0,0,0.551282051282051
272,"AAPL","2010.05.13 09:45","2010.05.13 12:15","BUY","STOPLOSS",272,1932,252.73,251.75,257.51,251.75,-0.0200026939868637,-1893.36,92761.89,0.98,0.02,19.32,254.7,251.75,1,11,4.02,2,0.979997306013136,1.97999730601314,1,0
273,"AAPL","2010.05.14 09:45","2010.05.14 12:30","SELL","CLOSE",273,1237,244.21,245.71,236.7,241.06,0.0420146864595203,3896.55,96639.12,1,0.02,12.37,244.44,239.8,1,12,5.88,0.31,1.04201468645952,0,0.714285714285716,0
274,"AAPL","2010.05.17 11:45","2010.05.17 12:30","SELL","CLOSE",274,1231,241.73,243.3,233.88,240.31,0.0180904356195364,1748.02,98374.77,1,0.02,12.31,241.92,238.08,1,4,4.65,0.24,1.01809043561954,0,0.38904109589041,0
275,"AAPL","2010.05.18 09:45","2010.05.18 10:15","BUY","STOPLOSS",275,1238,247.98,246.39,255.83,246.39,-0.0200119029149952,-1968.42,96394.04,0.98,0.02,12.38,248.5,246.39,1,3,0.65,2,0.979988097085005,1.979988097085,1,0
276,"AAPL","2010.05.19 10:00","2010.05.19 12:30","SELL","CLOSE",276,999,239.52,241.45,229.86,237.75,0.0183461251860579,1768.23,98149.89,1,0.02,9.99,239.74,235.34,1,11,4.33,0.23,1.01834612518606,0,0.423444976076557,0
277,"AAPL","2010.05.21 09:45","2010.05.21 10:00","SELL","STOPLOSS",277,792,225.79,228.27,213.37,228.27,-0.0200138781474209,-1964.16,96175.74,0.98,0.02,7.92,228.27,225.58,1,2,0.17,2,0.979986121852579,1.97998612185258,0,1
278,"AAPL","2010.05.24 09:45","2010.05.24 12:30","BUY","CLOSE",278,1035,237.09,235.23,246.26,240.32,0.0347626680109843,3343.05,99510.87,1,0.02,10.35,240.72,236.69,1,12,3.91,0.43,1.03476266801098,0,0,0.889807162534434
279,"AAPL","2010.05.26 09:45","2010.05.26 11:15","BUY","STOPLOSS",279,1037,241.42,239.5,250.88,239.5,-0.020010347684616,-1991.04,97509.48,0.98,0.02,10.37,242.34,239.5,1,7,0.96,2,0.979989652315384,1.97998965231538,1,0
280,"AAPL","2010.06.01 10:00","2010.06.01 12:30","BUY","CLOSE",280,1318,251.18,249.7,258.44,253.85,0.0360932525435369,3519.06,101018.17,1,0.02,13.18,254.88,251.15,1,11,5,0.04,1.03609325254354,0,0,0.72162162162162
281,"AAPL","2010.06.03 09:45","2010.06.03 10:00","BUY","STOPLOSS",281,1854,254.12,253.03,259.47,253.03,-0.0200075263608269,-2020.86,98984.13,0.98,0.02,18.54,254.51,253.03,1,2,0.72,2,0.979992473639173,1.97999247363917,1,0
282,"AAPL","2010.06.04 09:45","2010.06.04 10:00","SELL","STOPLOSS",282,1269,249.35,250.91,241.56,250.91,-0.0200033163041827,-1979.64,96985.95,0.96,0.02,12.69,250.91,248.97,1,2,0.49,2,0.979996683695817,1.97999668369582,0,1
283,"AAPL","2010.06.07 11:00","2010.06.07 11:30","SELL","STOPLOSS",283,1236,242.93,244.5,235.06,244.5,-0.0200108772253305,-1940.52,95032.74,0.94,0.02,12.36,244.5,242.35,1,3,0.74,2,0.97998912277467,1.97998912277467,0,1
284,"AAPL","2010.06.08 10:45","2010.06.08 11:15","SELL","STOPLOSS",284,975,239.1,241.05,229.36,241.05,-0.0200088654665459,-1901.25,93119.13,0.92,0.02,9.75,241.05,238.29,1,3,0.83,2,0.979991134533454,1.97999113453345,0,1
285,"AAPL","2010.06.09 11:30","2010.06.09 12:30","BUY","CLOSE",285,1065,240.54,238.79,249.16,240.99,0.00514717206794857,479.25,93588.63,1,0.02,10.65,241.63,238.99,1,5,1.25,1.77,1.00514717206795,0,0,0.412844036697247
286,"AAPL","2010.06.14 09:45","2010.06.14 12:30","BUY","CLOSE",286,1687,246.55,245.44,251.99,248.3,0.0315485544783087,2952.25,96530.23,1,0.02,16.87,249.09,246.23,1,12,4.58,0.58,1.03154855447831,0,0,0.688976377952758
287,"AAPL","2010.06.15 12:15","2010.06.15 12:30","BUY","CLOSE",287,1650,248.12,246.95,253.84,248.23,0.00188056865909525,181.5,96694.86,1,0.02,16.5,248.42,247.98,1,2,0.51,0.24,1.0018805686591,0,0,0.366666666666638
288,"AAPL","2010.06.16 09:45","2010.06.16 10:00","BUY","STOPLOSS",288,2545,253.42,252.66,257.1,252.66,-0.0200065454151283,-1934.2,94744.16,0.98,0.02,25.45,253.61,252.66,1,2,0.5,2,0.979993454584872,1.97999345458487,1,0
289,"AAPL","2010.06.17 10:00","2010.06.17 10:15","BUY","STOPLOSS",289,1579,261.81,260.61,267.69,260.61,-0.0200044954159537,-1894.8,92823.91,0.96,0.02,15.79,262.3,260.61,1,2,0.82,2,0.979995504584046,1.97999550458405,1,0
290,"AAPL","2010.06.18 10:30","2010.06.18 12:30","BUY","CLOSE",290,1954,263.06,262.11,267.67,262.9,-0.00336867075855063,-312.64,92495.48,0.96,0.02,19.54,264.32,262.7,1,9,2.65,0.76,0.996631329241449,1.99663132924145,0.444444444444497,0
291,"AAPL","2010.06.21 09:45","2010.06.21 10:15","BUY","STOPLOSS",291,2202,267.52,266.68,271.59,266.68,-0.0200017431561118,-1849.68,90626.26,0.94,0.02,22.02,268.16,266.68,1,3,1.52,2,0.979998256843888,1.97999825684389,1,0
292,"AAPL","2010.06.22 11:45","2010.06.22 12:30","BUY","CLOSE",292,1092,264.25,262.59,272.42,263.78,-0.00566463556230978,-513.24,90091,0.93,0.02,10.92,264.74,263.35,1,4,0.59,1.08,0.99433536443769,1.99433536443769,0.522222222222266,0
293,"AAPL","2010.06.23 09:45","2010.06.23 12:30","SELL","CLOSE",293,1453,259.72,260.96,253.51,259.63,0.00145170830221342,130.77,90210.85,1,0.02,14.53,260.66,257.49,1,12,3.6,1.52,1.00145170830221,0,0.0403587443946328,0
294,"AAPL","2010.06.24 11:15","2010.06.24 11:45","SELL","STOPLOSS",294,1087,258.89,260.55,250.57,260.55,-0.0200054725070833,-1804.42,88391.9,0.98,0.02,10.87,260.55,258.55,1,3,0.41,2,0.979994527492917,1.97999452749292,0,1
295,"AAPL","2010.06.25 09:45","2010.06.25 10:00","SELL","STOPLOSS",295,1403,256.95,258.21,250.66,258.21,-0.020001803554451,-1767.78,86613.25,0.96,0.02,14.03,258.21,256.52,1,2,0.68,2,0.979998196445549,1.97999819644555,0,1
296,"AAPL","2010.06.28 10:30","2010.06.28 11:00","SELL","STOPLOSS",296,1323,255.67,256.98,249.12,256.98,-0.020013228756565,-1733.13,84866.09,0.94,0.02,13.23,256.98,254.95,1,3,1.1,2,0.979986771243435,1.97998677124344,0,1
297,"AAPL","2010.06.29 09:45","2010.06.29 12:30","SELL","CLOSE",297,1023,251.27,252.93,242.99,247.5,0.0454517384564308,3856.71,88709.57,1,0.02,10.23,251.59,245.33,1,12,7.16,0.39,1.04545173845643,0,0.634680134680137,0
298,"AAPL","2010.06.30 09:45","2010.06.30 10:00","SELL","STOPLOSS",298,1069,245.47,247.13,237.17,247.13,-0.0200062367995077,-1774.54,86924.8,0.98,0.02,10.69,247.13,244.92,1,2,0.66,2,0.979993763200492,1.97999376320049,0,1
299,"AAPL","2010.07.01 10:30","2010.07.01 11:15","SELL","STOPLOSS",299,961,237.08,238.89,228.05,238.89,-0.0200129760288639,-1739.41,85174.7,0.96,0.02,9.61,238.89,233.77,1,4,3.66,2,0.979987023971136,1.97998702397114,0,1
300,"AAPL","2010.07.02 11:30","2010.07.02 12:30","SELL","CLOSE",300,1107,237.01,238.55,229.31,236.09,0.0119584209915122,1018.44,86183.53,1,0.02,11.07,237.26,235.48,1,5,1.99,0.32,1.01195842099151,0,0.601307189542475,0
301,"AAPL","2010.07.06 09:45","2010.07.06 12:30","BUY","CLOSE / STOPLOSS",301,1157,240.9,239.41,248.22,239.41,0.000268531268574401,23.14,86195.6,1,0.02,11.57,242.98,240.29,1,12,-0.04,0.82,1.00026853126857,0,2.44262295081963,0
302,"AAPL","2010.07.07 09:45","2010.07.07 12:30","BUY","CLOSE",302,1316,240.98,239.67,247.41,243.81,0.0432131103639515,3724.28,89908.31,1,0.02,13.16,243.99,240.29,1,12,4.6,1.05,1.04321311036395,0,0,0.94019933554817
303,"AAPL","2010.07.08 09:45","2010.07.08 10:45","BUY","STOPLOSS",303,1763,250.94,249.92,255.9,249.92,-0.0200039712932242,-1798.26,88096.89,0.98,0.02,17.63,251.6,249.92,1,5,1.29,2,0.979996028706776,1.97999602870678,1,0
304,"AAPL","2010.07.12 10:00","2010.07.12 10:15","BUY","STOPLOSS",304,1678,251.05,250,256.16,250,-0.0200035740536431,-1761.9,86317.36,0.96,0.02,16.78,251.67,250,1,2,1.18,2,0.979996425946357,1.97999642594636,1,0
305,"AAPL","2010.07.13 09:45","2010.07.13 12:30","SELL","CLOSE",305,1129,241.95,243.48,234.32,241.15,0.0104657465801505,903.2,87203.78,1,0.02,11.29,242.1,236.86,1,12,6.66,0.2,1.01046574658015,0,0.157170923379172,0
306,"AAPL","2010.07.14 10:00","2010.07.14 10:15","SELL","STOPLOSS",306,1195,240.4,241.86,233.08,241.86,-0.0200097508397807,-1744.7,85447.79,0.98,0.02,11.95,241.86,240.12,1,2,0.38,2,0.979990249160219,1.97999024916022,0,1
307,"AAPL","2010.07.15 09:45","2010.07.15 12:30","SELL","CLOSE",307,1171,239.77,241.23,232.46,239.65,0.00164474300246842,140.52,85576.36,1,0.02,11.71,240.44,237.84,1,12,2.65,0.92,1.00164474300247,0,0.0621761658031109,0
308,"AAPL","2010.07.16 09:45","2010.07.16 10:00","BUY","STOPLOSS",308,1427,242.61,241.41,248.48,241.41,-0.0200129375857914,-1712.4,83852.25,0.98,0.02,14.27,242.87,241.41,1,2,0.43,2,0.979987062414209,1.97998706241421,1,0
309,"AAPL","2010.07.19 09:45","2010.07.19 12:30","SELL","CLOSE",309,981,237.54,239.25,228.97,233.24,0.0503149050108334,4218.3,88056.28,1,0.02,9.81,238.34,230.29,1,12,8.48,0.94,1.05031490501083,0,0.59310344827586,0
310,"AAPL","2010.07.20 10:00","2010.07.20 10:15","SELL","STOPLOSS",310,1144,232.73,234.27,225.03,234.27,-0.0200094336547517,-1761.76,86284.71,0.98,0.02,11.44,234.27,232.34,1,2,0.51,2,0.979990566345248,1.97999056634525,0,1
311,"AAPL","2010.07.26 10:45","2010.07.26 11:00","SELL","STOPLOSS",311,1798,248.19,249.15,243.38,249.15,-0.0200071238751015,-1726.08,84547.19,0.96,0.02,17.98,249.15,248.01,1,2,0.38,2,0.979992876124898,1.9799928761249,0,1
312,"AAPL","2010.07.27 09:45","2010.07.27 11:00","BUY","STOPLOSS",312,2037,251.89,251.06,255.91,251.06,-0.0200014882429409,-1690.71,82838.5,0.94,0.02,20.37,253.49,251.06,1,6,3.86,2,0.979998511757059,1.97999851175706,1,0
313,"AAPL","2010.07.28 10:00","2010.07.28 10:15","BUY","STOPLOSS",313,1883,255.39,254.51,259.66,254.51,-0.0200081793684561,-1657.04,81161.09,0.92,0.02,18.83,255.66,254.51,1,2,0.61,2,0.979991820631544,1.97999182063154,1,0
314,"AAPL","2010.07.29 10:45","2010.07.29 12:30","SELL","CLOSE",314,1764,250.29,251.21,245.7,246.88,0.0741320244222947,6015.24,87157.5,1,0.02,17.64,250.33,246.44,1,8,8.37,0.09,1.07413202442229,0,0.885714285714279,0
315,"AAPL","2010.07.30 10:00","2010.07.30 10:15","SELL","STOPLOSS",315,1465,245.86,247.05,239.91,247.05,-0.020006343824744,-1743.35,85396.51,0.98,0.02,14.65,247.05,245.72,1,2,0.24,2,0.979993656175256,1.97999365617526,0,1
316,"AAPL","2010.08.02 09:45","2010.08.02 12:30","BUY","CLOSE",316,1435,250.2,249.01,256.05,251.68,0.0248741360284266,2123.8,87505.66,1,0.02,14.35,252.39,249.53,1,12,3.68,1.13,1.02487413602843,0,0,0.675799086757996
317,"AAPL","2010.08.03 12:00","2010.08.03 12:15","BUY","STOPLOSS",317,2215,252.79,252,256.61,252,-0.0200002720270175,-1749.85,85741.46,0.98,0.02,22.15,252.8,252,1,2,0.03,2,0.979999727972983,1.97999972797298,1,0
318,"AAPL","2010.08.04 09:45","2010.08.04 10:00","BUY","STOPLOSS",318,2450,253.67,252.97,257.06,252.97,-0.020007160580272,-1715,84004.31,0.96,0.02,24.5,253.84,252.97,1,2,0.49,2,0.979992839419728,1.97999283941973,1,0
319,"AAPL","2010.08.05 11:00","2010.08.05 12:30","SELL","CLOSE",319,2301,251,251.73,247.34,251.14,-0.00383592199125049,-322.14,83657.67,0.96,0.02,23.01,251.5,250.43,1,7,1.56,1.37,0.99616407800875,1.99616407800875,0,0.28000000000003
320,"AAPL","2010.08.06 09:45","2010.08.06 10:00","SELL","STOPLOSS",320,2425,249.88,250.57,246.42,250.57,-0.0200066575269161,-1673.25,81961.41,0.94,0.02,24.25,250.57,249.68,1,2,0.58,2,0.979993342473084,1.97999334247308,0,1
321,"AAPL","2010.08.09 09:45","2010.08.09 10:45","BUY","STOPLOSS",321,2410,250.31,249.63,253.59,249.63,-0.0200006932141666,-1638.8,80298.36,0.92,0.02,24.1,251.15,249.63,1,5,2.47,2,0.979999306785833,1.97999930678583,1,0
322,"AAPL","2010.08.10 10:00","2010.08.10 12:30","SELL","CLOSE",322,2722,248.88,249.47,245.93,248.78,0.00339087523198578,272.2,80546.46,1,0.02,27.22,249.13,247.8,1,11,3.66,0.85,1.00339087523199,0,0.0925925925925887,0
323,"AAPL","2010.08.11 09:45","2010.08.11 12:30","SELL","CLOSE",323,1451,243.58,244.69,238.05,240.9,0.0482950410361571,3888.68,84407.92,1,0.02,14.51,244.33,240.53,1,12,5.5,1.35,1.04829504103616,0,0.878688524590163,0
324,"AAPL","2010.08.12 09:45","2010.08.12 10:00","SELL","STOPLOSS",324,1835,239.56,240.48,234.97,240.48,-0.020003931586602,-1688.2,82705.21,0.98,0.02,18.35,240.48,238.95,1,2,1.33,2,0.979996068413398,1.9799960684134,0,1
325,"AAPL","2010.08.16 09:45","2010.08.16 10:00","SELL","STOPLOSS",325,2757,238.85,239.45,235.86,239.45,-0.0200055970198899,-1654.2,81032.66,0.96,0.02,27.57,239.45,238.81,1,2,0.13,2,0.97999440298011,1.97999440298011,0,1
326,"AAPL","2010.08.17 10:00","2010.08.17 12:30","BUY","CLOSE",326,1884,241.38,240.52,245.58,243.21,0.0425617698838445,3447.72,84452.81,1,0.02,18.84,243.48,240.79,1,11,4.88,1.37,1.04256176988384,0,0,0.871428571428578
327,"AAPL","2010.08.19 10:00","2010.08.19 12:30","SELL","CLOSE",327,2282,242.54,243.28,238.85,240.35,0.0591892102195377,4997.58,89431.55,1,0.02,22.82,242.55,239.02,1,11,9.51,0.03,1.05918921021954,0,0.622159090909085,0
328,"AAPL","2010.08.20 12:15","2010.08.20 12:30","SELL","CLOSE",328,2669,239.79,240.46,236.44,239.85,-0.00179110026504226,-160.14,89248.59,1,0.02,26.69,239.97,239.53,1,2,0.78,0.54,0.998208899734958,1.99820889973496,0,0.333333333333491
329,"AAPL","2010.08.23 09:45","2010.08.23 10:00","BUY","STOPLOSS",329,3499,241.49,240.98,243.92,240.98,-0.0200005828165521,-1784.49,87437.41,0.98,0.02,34.99,241.86,240.98,1,2,1.45,2,0.979999417183448,1.97999941718345,1,0
330,"AAPL","2010.08.24 09:45","2010.08.24 11:00","SELL","STOPLOSS",330,1731,231.91,232.92,226.84,232.92,-0.0200029930521382,-1748.31,85654.11,0.96,0.02,17.31,232.92,229.38,1,6,5.01,2,0.979997006947862,1.97999700694786,0,1
331,"AAPL","2010.08.25 09:45","2010.08.25 11:15","SELL","STOPLOSS",331,1925,229.87,230.76,225.44,230.76,-0.0200060020925589,-1713.25,83923.55,0.94,0.02,19.25,230.76,227.98,1,7,4.25,2,0.979993997907441,1.97999399790744,0,1
332,"AAPL","2010.08.26 09:45","2010.08.26 11:00","BUY","STOPLOSS",332,1696,235.09,234.1,239.93,234.1,-0.020011370096647,-1679.04,82225.26,0.92,0.02,16.96,236.21,234.1,1,6,2.26,2,0.979988629903353,1.97998862990335,1,0
333,"AAPL","2010.08.27 10:15","2010.08.27 10:30","SELL","STOPLOSS",333,1265,229.6,230.9,223.12,230.9,-0.0200040628501026,-1644.5,80563.8,0.9,0.02,12.65,230.9,229.4,1,2,0.31,2,0.979995937149897,1.9799959371499,0,1
334,"AAPL","2010.08.30 09:45","2010.08.30 11:30","BUY","STOPLOSS",334,1752,235.38,234.46,239.87,234.46,-0.0200101426236633,-1611.84,78939.31,0.88,0.02,17.52,236.2,234.46,1,8,1.78,2,0.979989857376337,1.97998985737634,1,0
335,"AAPL","2010.09.01 09:45","2010.09.01 12:30","BUY","CLOSE",335,1490,237.13,236.07,242.32,241.26,0.0779721291166893,6153.7,85075.49,1,0.02,14.9,241.63,237.03,1,12,8.5,0.19,1.07797212911669,0,0,0.917777777777776
336,"AAPL","2010.09.03 09:45","2010.09.03 10:15","BUY","STOPLOSS",336,2154,246.02,245.23,249.85,245.23,-0.0200052691851788,-1701.66,83358.93,0.98,0.02,21.54,247.41,245.23,1,3,3.52,2,0.979994730814821,1.97999473081482,1,0
337,"AAPL","2010.09.08 10:00","2010.09.08 12:30","BUY","CLOSE",337,2284,251.38,250.65,254.91,253.89,0.068790731267204,5732.84,89070.23,1,0.02,22.84,253.93,251.07,1,11,6.99,0.85,1.0687907312672,0,0,0.984313725490188
338,"AAPL","2010.09.09 10:00","2010.09.09 12:30","BUY","CLOSE",338,2071,255.39,254.53,259.59,255.7,0.00720975651279598,642.01,89689.4,1,0.02,20.71,256.16,255.2,1,11,1.79,0.44,1.0072097565128,0,0,0.402597402597363
339,"AAPL","2010.09.13 09:45","2010.09.13 12:15","BUY","STOPLOSS",339,2271,257.18,256.39,261.02,256.39,-0.0200079871803649,-1794.09,87874.6,0.98,0.02,22.71,257.86,256.39,1,11,1.72,2,0.979992012819635,1.97999201281964,1,0
340,"AAPL","2010.09.14 11:15","2010.09.14 12:30","BUY","CLOSE",340,2511,258.08,257.38,261.46,258.49,0.0117187006449162,1029.51,88881.4,1,0.02,25.11,258.71,257.68,1,6,1.8,1.14,1.01171870064492,0,0,0.650793650793695
341,"AAPL","2010.09.15 10:00","2010.09.15 12:30","BUY","CLOSE",341,2693,258.85,258.19,262.05,259.37,0.0157598297205539,1400.36,90256.65,1,0.02,26.93,259.4,258.37,1,11,1.67,1.45,1.01575982972055,0,0,0.945454545454596
342,"AAPL","2010.09.16 09:45","2010.09.16 10:45","BUY","TAKEPROFIT",342,4297,259.68,259.26,261.68,261.68,0.0952457793285888,8594,98823.72,1,0.02,42.97,261.68,259.03,1,5,9.52,3.1,1.09524577932859,0,0,1
343,"AAPL","2010.09.20 10:00","2010.09.20 12:30","BUY","CLOSE",343,2196,268.48,267.58,272.86,269.72,0.0275665046074285,2723.04,101503.79,1,0.02,21.96,270.82,268.17,1,11,5.2,0.69,1.02756650460743,0,0,0.529914529914551
344,"AAPL","2010.09.21 10:45","2010.09.21 11:00","BUY","STOPLOSS",344,2446,273.55,272.72,277.59,272.72,-0.0200053546531422,-2030.18,99451.65,0.98,0.02,24.46,273.54,272.72,1,2,-0.02,2,0.979994645346858,1.97999464534686,1,0
345,"AAPL","2010.09.23 10:00","2010.09.23 11:30","BUY","TAKEPROFIT",345,2235,276.68,275.79,281.01,281.01,0.0973330333483255,9677.55,109104.74,1,0.02,22.35,281.01,276.6,1,7,9.73,0.18,1.09733303334833,0,0,1
346,"AAPL","2010.09.27 09:45","2010.09.27 10:00","BUY","STOPLOSS",346,2508,282.28,281.41,286.52,281.41,-0.0200028620568357,-2181.96,106900.43,0.98,0.02,25.08,282.94,281.41,1,2,1.52,2,0.979997137943164,1.97999713794316,1,0
347,"AAPL","2010.09.28 09:45","2010.09.28 10:45","SELL","STOPLOSS",347,1208,274.57,276.34,265.7,276.34,-0.0200061099215117,-2138.16,104737.19,0.96,0.02,12.08,276.34,271.47,1,5,3.5,2,0.979993890078488,1.97999389007849,0,1
348,"AAPL","2010.09.29 09:45","2010.09.29 10:15","BUY","STOPLOSS",348,1690,278.16,276.92,284.24,276.92,-0.020010482681756,-2095.6,102629.51,0.94,0.02,16.9,278.43,276.92,1,3,0.44,2,0.979989517318244,1.97998951731824,1,0
349,"AAPL","2010.09.30 10:00","2010.09.30 10:15","BUY","STOPLOSS",349,1993,277.58,276.55,282.6,276.55,-0.0200052410712486,-2052.79,100559.82,0.92,0.02,19.93,277.73,276.55,1,2,0.29,2,0.979994758928751,1.97999475892875,1,0
350,"AAPL","2010.10.01 10:30","2010.10.01 11:30","SELL","STOPLOSS",350,1427,271.2,272.61,264.15,272.61,-0.0200126536840263,-2012.07,98527.82,0.9,0.02,14.27,272.61,270.54,1,5,0.94,2,0.979987346315974,1.97998734631597,0,1
